product_id,url
1,oro-00000001-8iz97zrq.html
2,oro-00000002-7sxlefdg.html
3,oro-00000003-yhpqshlu.html
4,oro-00000004-dop1mcdr.html
5,oro-00000005-0ry5wgcx.html
6,oro-00000006-i5dv9wuh.html
8,oro-00000008-rtyqs9ry.html
11,oro-00000011-hz52myz4.html
12,oro-00000012-ww8aopbt.html
13,oro-00000013-myfr8o88.html
14,oro-00000014-7igk2kxx.html
15,oro-00000015-gnmscohr.html
16,oro-00000016-fapjefnm.html
17,oro-00000017-meildfta.html
18,oro-00000018-pwxkrfig.html
20,oro-00000020-6zvj6m1e.html
21,oro-00000021-vt2ucgho.html
22,oro-00000022-3bg6bwkc.html
23,oro-00000023-uzkfc32r.html
24,oro-00000024-zzlwwzga.html
25,oro-00000025-4fraq7yo.html
26,oro-00000026-d1wvett3.html
27,oro-00000027-xelopskn.html
29,oro-00000029-jx4tbod6.html
30,oro-00000030-sxyndshx.html
31,oro-00000031-xe40nqyk.html
32,oro-00000032-exhu8e8q.html
33,oro-00000033-2ewklewy.html
34,oro-00000034-ishxkm70.html
35,oro-00000035-uw5rx1ev.html
36,oro-00000036-guz1mtfj.html
37,oro-00000037-tfjl3aje.html
38,oro-00000038-0sffoqfs.html
39,oro-00000039-enrdcxfp.html
40,oro-00000040-l1kzomev.html
41,oro-00000041-tdkiexhy.html
42,oro-00000042-qw3s77cb.html
43,oro-00000043-72ww5ue3.html
44,oro-00000044-zbsc6odh.html
45,oro-00000045-k5jny9gf.html
46,oro-00000046-ylwcq8bk.html
47,oro-00000047-gghrd6qr.html
49,oro-00000049-ntmut7o6.html
50,oro-00000050-4qzjdzbk.html
51,oro-00000051-z3fvgkah.html
52,oro-00000052-ip6wztf2.html
53,oro-00000053-pzudhe5b.html
54,oro-00000054-yhexz45f.html
55,oro-00000055-gr5laznn.html
56,oro-00000056-qfk7xonx.html
57,oro-00000057-komz3q3i.html
58,oro-00000058-6fzamsjv.html
59,oro-00000059-1s43mnn4.html
60,oro-00000060-hklva9zx.html
61,oro-00000061-1t9ct05t.html
62,oro-00000062-yaj8dl1s.html
63,oro-00000063-cmnnsf5a.html
64,oro-00000064-lgtcxqxw.html
65,oro-00000065-mjzwbeio.html
66,oro-00000066-khi4womi.html
67,oro-00000067-nd9czqtk.html
68,oro-00000068-5xcfoqhm.html
70,oro-00000070-tsq50gz9.html
71,oro-00000071-nphlppq4.html
72,oro-00000072-mvbhrvnq.html
73,oro-00000073-sdrhecoo.html
74,oro-00000074-fr7kfkvt.html
75,oro-00000075-9g020zzn.html
77,oro-00000077-ugq0flsl.html
78,oro-00000078-ytlpohzp.html
79,oro-00000079-mjrrjiab.html
80,oro-00000080-sztrcsqz.html
81,oro-00000081-7e3qynpr.html
