category_id,url,count,attribute,option
3,top-cat-01.html,97,oro_filterable_05,468
3,top-cat-01.html,74,oro_filterable_05,469
3,top-cat-01.html,62,oro_filterable_05,470
3,top-cat-01.html,46,oro_filterable_05,471
3,top-cat-01.html,62,oro_filterable_05,472
3,top-cat-01.html,85,oro_filterable_05,473
3,top-cat-01.html,102,oro_filterable_05,474
3,top-cat-01.html,61,oro_filterable_05,475
3,top-cat-01.html,83,oro_filterable_05,476
3,top-cat-01.html,74,oro_filterable_05,477
3,top-cat-01.html,97,oro_filterable_05,478
3,top-cat-01.html,76,oro_filterable_05,479
3,top-cat-01.html,62,oro_filterable_05,480
3,top-cat-01.html,65,oro_filterable_05,481
3,top-cat-01.html,79,oro_filterable_05,482
3,top-cat-01.html,58,oro_filterable_05,483
3,top-cat-01.html,81,oro_filterable_05,484
3,top-cat-01.html,92,oro_filterable_05,485
3,top-cat-01.html,69,oro_filterable_05,486
3,top-cat-01.html,97,oro_filterable_05,487
3,top-cat-01.html,78,oro_filterable_05,488
3,top-cat-01.html,104,oro_filterable_05,489
3,top-cat-01.html,67,oro_filterable_05,490
3,top-cat-01.html,57,oro_filterable_05,491
3,top-cat-01.html,77,oro_filterable_05,492
3,top-cat-01.html,120,oro_filterable_05,493
3,top-cat-01.html,75,oro_filterable_05,494
3,top-cat-01.html,106,oro_filterable_05,495
3,top-cat-01.html,99,oro_filterable_05,496
3,top-cat-01.html,86,oro_filterable_05,497
3,top-cat-01.html,31,oro_filterable_05,498
3,top-cat-01.html,55,oro_filterable_05,499
3,top-cat-01.html,76,oro_filterable_05,500
3,top-cat-01.html,95,oro_filterable_05,501
3,top-cat-01.html,75,oro_filterable_05,502
3,top-cat-01.html,53,oro_filterable_05,503
3,top-cat-01.html,54,oro_filterable_05,504
3,top-cat-01.html,101,oro_filterable_05,505
3,top-cat-01.html,84,oro_filterable_05,506
3,top-cat-01.html,98,oro_filterable_05,507
3,top-cat-01.html,88,oro_filterable_05,508
3,top-cat-01.html,96,oro_filterable_05,509
3,top-cat-01.html,98,oro_filterable_05,510
3,top-cat-01.html,79,oro_filterable_05,511
3,top-cat-01.html,73,oro_filterable_05,512
3,top-cat-01.html,74,oro_filterable_05,513
3,top-cat-01.html,93,oro_filterable_05,514
3,top-cat-01.html,74,oro_filterable_05,515
3,top-cat-01.html,89,oro_filterable_05,516
3,top-cat-01.html,69,oro_filterable_05,517
3,top-cat-01.html,69,oro_filterable_05,518
3,top-cat-01.html,93,oro_filterable_05,519
3,top-cat-01.html,90,oro_filterable_05,520
3,top-cat-01.html,87,oro_filterable_05,521
3,top-cat-01.html,71,oro_filterable_05,522
3,top-cat-01.html,71,oro_filterable_05,523
3,top-cat-01.html,62,oro_filterable_05,524
3,top-cat-01.html,119,oro_filterable_05,525
3,top-cat-01.html,67,oro_filterable_05,526
3,top-cat-01.html,56,oro_filterable_05,527
3,top-cat-01.html,71,oro_filterable_05,528
3,top-cat-01.html,116,oro_filterable_05,529
3,top-cat-01.html,101,oro_filterable_05,530
3,top-cat-01.html,74,oro_filterable_05,531
3,top-cat-01.html,93,oro_filterable_05,532
3,top-cat-01.html,206,oro_filterable_07,590
3,top-cat-01.html,188,oro_filterable_07,591
3,top-cat-01.html,185,oro_filterable_07,592
3,top-cat-01.html,188,oro_filterable_07,593
3,top-cat-01.html,200,oro_filterable_07,594
3,top-cat-01.html,176,oro_filterable_07,595
3,top-cat-01.html,208,oro_filterable_07,596
3,top-cat-01.html,212,oro_filterable_07,597
3,top-cat-01.html,228,oro_filterable_07,598
3,top-cat-01.html,214,oro_filterable_07,599
3,top-cat-01.html,210,oro_filterable_07,600
3,top-cat-01.html,162,oro_filterable_07,601
3,top-cat-01.html,208,oro_filterable_07,602
3,top-cat-01.html,203,oro_filterable_07,603
3,top-cat-01.html,184,oro_filterable_07,604
3,top-cat-01.html,237,oro_filterable_07,605
3,top-cat-01.html,209,oro_filterable_07,606
3,top-cat-01.html,169,oro_filterable_07,607
3,top-cat-01.html,199,oro_filterable_07,608
3,top-cat-01.html,195,oro_filterable_07,609
3,top-cat-01.html,193,oro_filterable_07,610
3,top-cat-01.html,187,oro_filterable_07,611
3,top-cat-01.html,189,oro_filterable_07,612
3,top-cat-01.html,225,oro_filterable_07,613
3,top-cat-01.html,76,oro_filterable_08,614
3,top-cat-01.html,65,oro_filterable_08,615
3,top-cat-01.html,71,oro_filterable_08,616
3,top-cat-01.html,92,oro_filterable_08,617
3,top-cat-01.html,85,oro_filterable_08,618
3,top-cat-01.html,76,oro_filterable_08,619
3,top-cat-01.html,61,oro_filterable_08,620
3,top-cat-01.html,93,oro_filterable_08,621
3,top-cat-01.html,59,oro_filterable_08,622
3,top-cat-01.html,57,oro_filterable_08,623
3,top-cat-01.html,40,oro_filterable_08,624
3,top-cat-01.html,67,oro_filterable_08,625
3,top-cat-01.html,72,oro_filterable_08,626
3,top-cat-01.html,62,oro_filterable_08,627
3,top-cat-01.html,99,oro_filterable_08,628
3,top-cat-01.html,65,oro_filterable_08,629
3,top-cat-01.html,69,oro_filterable_08,630
3,top-cat-01.html,91,oro_filterable_08,631
3,top-cat-01.html,39,oro_filterable_08,632
3,top-cat-01.html,79,oro_filterable_08,633
3,top-cat-01.html,59,oro_filterable_08,634
3,top-cat-01.html,50,oro_filterable_08,635
3,top-cat-01.html,85,oro_filterable_08,636
3,top-cat-01.html,67,oro_filterable_08,637
3,top-cat-01.html,56,oro_filterable_08,638
3,top-cat-01.html,72,oro_filterable_08,639
3,top-cat-01.html,100,oro_filterable_08,640
3,top-cat-01.html,54,oro_filterable_08,641
3,top-cat-01.html,75,oro_filterable_08,642
3,top-cat-01.html,60,oro_filterable_08,643
3,top-cat-01.html,50,oro_filterable_08,644
3,top-cat-01.html,84,oro_filterable_08,645
3,top-cat-01.html,60,oro_filterable_08,646
3,top-cat-01.html,94,oro_filterable_08,647
3,top-cat-01.html,77,oro_filterable_08,648
3,top-cat-01.html,86,oro_filterable_08,649
3,top-cat-01.html,106,oro_filterable_08,650
3,top-cat-01.html,71,oro_filterable_08,651
3,top-cat-01.html,64,oro_filterable_08,652
3,top-cat-01.html,65,oro_filterable_08,653
3,top-cat-01.html,49,oro_filterable_08,654
3,top-cat-01.html,91,oro_filterable_08,655
3,top-cat-01.html,54,oro_filterable_08,656
3,top-cat-01.html,50,oro_filterable_08,657
3,top-cat-01.html,83,oro_filterable_08,658
3,top-cat-01.html,66,oro_filterable_08,659
3,top-cat-01.html,78,oro_filterable_08,660
3,top-cat-01.html,68,oro_filterable_08,661
3,top-cat-01.html,68,oro_filterable_08,662
3,top-cat-01.html,80,oro_filterable_08,663
3,top-cat-01.html,69,oro_filterable_08,664
3,top-cat-01.html,49,oro_filterable_08,665
3,top-cat-01.html,67,oro_filterable_08,666
3,top-cat-01.html,61,oro_filterable_08,667
3,top-cat-01.html,67,oro_filterable_08,668
3,top-cat-01.html,56,oro_filterable_08,669
3,top-cat-01.html,94,oro_filterable_08,670
3,top-cat-01.html,62,oro_filterable_08,671
3,top-cat-01.html,49,oro_filterable_08,672
3,top-cat-01.html,74,oro_filterable_08,673
3,top-cat-01.html,51,oro_filterable_08,674
3,top-cat-01.html,62,oro_filterable_08,675
3,top-cat-01.html,66,oro_filterable_08,676
3,top-cat-01.html,56,oro_filterable_08,677
3,top-cat-01.html,66,oro_filterable_08,678
3,top-cat-01.html,68,oro_filterable_08,679
3,top-cat-01.html,60,oro_filterable_08,680
3,top-cat-01.html,70,oro_filterable_08,681
3,top-cat-01.html,75,oro_filterable_08,682
3,top-cat-01.html,58,oro_filterable_08,683
3,top-cat-01.html,92,oro_filterable_08,684
3,top-cat-01.html,81,oro_filterable_08,685
3,top-cat-01.html,63,oro_filterable_08,686
3,top-cat-01.html,49,oro_filterable_08,687
3,top-cat-01.html,66,oro_filterable_08,688
3,top-cat-01.html,67,oro_filterable_08,689
3,top-cat-01.html,85,oro_filterable_09,690
3,top-cat-01.html,93,oro_filterable_09,691
3,top-cat-01.html,95,oro_filterable_09,692
3,top-cat-01.html,56,oro_filterable_09,693
3,top-cat-01.html,81,oro_filterable_09,694
3,top-cat-01.html,85,oro_filterable_09,695
3,top-cat-01.html,112,oro_filterable_09,696
3,top-cat-01.html,89,oro_filterable_09,697
3,top-cat-01.html,88,oro_filterable_09,698
3,top-cat-01.html,75,oro_filterable_09,699
3,top-cat-01.html,124,oro_filterable_09,700
3,top-cat-01.html,106,oro_filterable_09,701
3,top-cat-01.html,111,oro_filterable_09,702
3,top-cat-01.html,103,oro_filterable_09,703
3,top-cat-01.html,92,oro_filterable_09,704
3,top-cat-01.html,81,oro_filterable_09,705
3,top-cat-01.html,102,oro_filterable_09,706
3,top-cat-01.html,99,oro_filterable_09,707
3,top-cat-01.html,82,oro_filterable_09,708
3,top-cat-01.html,116,oro_filterable_09,709
3,top-cat-01.html,90,oro_filterable_09,710
3,top-cat-01.html,85,oro_filterable_09,711
3,top-cat-01.html,83,oro_filterable_09,712
3,top-cat-01.html,115,oro_filterable_09,713
3,top-cat-01.html,81,oro_filterable_09,714
3,top-cat-01.html,95,oro_filterable_09,715
3,top-cat-01.html,83,oro_filterable_09,716
3,top-cat-01.html,81,oro_filterable_09,717
3,top-cat-01.html,99,oro_filterable_09,718
3,top-cat-01.html,111,oro_filterable_09,719
3,top-cat-01.html,63,oro_filterable_09,720
3,top-cat-01.html,82,oro_filterable_09,721
3,top-cat-01.html,95,oro_filterable_09,722
3,top-cat-01.html,95,oro_filterable_09,723
3,top-cat-01.html,126,oro_filterable_09,724
3,top-cat-01.html,80,oro_filterable_09,725
3,top-cat-01.html,109,oro_filterable_09,726
3,top-cat-01.html,89,oro_filterable_09,727
3,top-cat-01.html,59,oro_filterable_09,728
3,top-cat-01.html,92,oro_filterable_09,729
3,top-cat-01.html,114,oro_filterable_09,730
3,top-cat-01.html,129,oro_filterable_09,731
3,top-cat-01.html,71,oro_filterable_09,732
3,top-cat-01.html,83,oro_filterable_09,733
3,top-cat-01.html,97,oro_filterable_09,734
3,top-cat-01.html,101,oro_filterable_09,735
3,top-cat-01.html,69,oro_filterable_09,736
3,top-cat-01.html,68,oro_filterable_09,737
3,top-cat-01.html,77,oro_filterable_09,738
3,top-cat-01.html,101,oro_filterable_09,739
3,top-cat-01.html,105,oro_filterable_09,740
3,top-cat-01.html,104,oro_filterable_09,741
3,top-cat-01.html,80,oro_filterable_09,742
3,top-cat-01.html,96,oro_filterable_09,743
3,top-cat-01.html,68,oro_filterable_09,744
3,top-cat-01.html,90,oro_filterable_09,745
3,top-cat-01.html,155,oro_filterable_11,815
3,top-cat-01.html,114,oro_filterable_11,816
3,top-cat-01.html,172,oro_filterable_11,817
3,top-cat-01.html,139,oro_filterable_11,818
3,top-cat-01.html,129,oro_filterable_11,819
3,top-cat-01.html,171,oro_filterable_11,820
3,top-cat-01.html,148,oro_filterable_11,821
3,top-cat-01.html,127,oro_filterable_11,822
3,top-cat-01.html,138,oro_filterable_11,823
3,top-cat-01.html,162,oro_filterable_11,824
3,top-cat-01.html,153,oro_filterable_11,825
3,top-cat-01.html,134,oro_filterable_11,826
3,top-cat-01.html,170,oro_filterable_11,827
3,top-cat-01.html,151,oro_filterable_11,828
3,top-cat-01.html,150,oro_filterable_11,829
3,top-cat-01.html,120,oro_filterable_11,830
3,top-cat-01.html,147,oro_filterable_11,831
3,top-cat-01.html,157,oro_filterable_11,832
3,top-cat-01.html,139,oro_filterable_11,833
3,top-cat-01.html,118,oro_filterable_11,834
3,top-cat-01.html,156,oro_filterable_11,835
3,top-cat-01.html,141,oro_filterable_11,836
3,top-cat-01.html,162,oro_filterable_11,837
3,top-cat-01.html,151,oro_filterable_11,838
